City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,kirakira,-10.4544,161.9205,28.92,73,80,3.15,SB,1679276486
359,petatlan,17.5167,-101.2667,27.89,77,0,0.88,MX,1679276486
360,stornoway,58.2093,-6.3865,4.98,92,100,1.03,GB,1679276487
361,sur,22.5667,59.5289,24.77,50,1,2.47,OM,1679276488
362,san quintin,30.4833,-115.95,16.29,63,100,2.2,MX,1679276489
363,fairbanks,64.8378,-147.7164,6.19,35,0,3.09,US,1679276444
364,ballina,-28.8667,153.5667,32.1,61,20,4.4,AU,1679276357
365,ketchikan,55.3422,-131.6461,6.26,87,100,1.54,US,1679276490
366,parry sound,45.3501,-80.033,0.03,74,51,5.22,CA,1679276437
367,poum,-20.2333,164.0167,27.85,68,6,6.27,NC,1679276492
368,berbera,10.4396,45.0143,26.65,70,100,1.07,SO,1679276492
369,vrangel,42.7297,133.0839,6.16,55,9,2.98,RU,1679276493
370,flinders,-34.5833,150.8552,21.77,78,100,2.24,AU,1679276494
371,wahiawa,21.5028,-158.0236,26.78,60,40,3.09,US,1679276494
372,lagoa,39.05,-27.9833,14.49,70,0,9.51,PT,1679276495
373,santa isabel,-23.3156,-46.2214,22.61,97,34,0.64,BR,1679276496
374,saldanha,-33.0117,17.9442,18.03,89,27,8.34,ZA,1679276496
375,lanzhou,36.0564,103.7922,10.85,61,100,1.01,CN,1679276497
376,inuvik,68.3499,-133.7218,-5.52,63,100,3.09,CA,1679276497
377,sao jose da coroa grande,-8.8978,-35.1478,25.59,81,94,4.35,BR,1679276498
378,valdivia,-39.8142,-73.2459,9.09,82,93,1.52,CL,1679276436
379,krasnoselkup,65.7,82.4667,-16.7,77,100,10.01,RU,1679276499
380,ilhabela,-23.7781,-45.3581,24.19,92,22,2.88,BR,1679276500
381,nouadhibou,20.931,-17.0347,17.99,77,0,8.23,MR,1679276500
382,quatre cocos,-20.2078,57.7625,24.49,85,16,2.1,MU,1679276501
383,vao,-22.6667,167.4833,25.16,74,1,8.31,NC,1679276502
384,hovd,48.0056,91.6419,0.56,33,100,5.25,MN,1679276503
385,ampanihy,-24.7,44.75,22.95,85,91,4.87,MG,1679276503
386,bilma,18.6853,12.9164,24.93,8,81,1.83,NE,1679276504
387,vanavara,60.34,102.2797,-19.74,91,100,4.65,RU,1679276504
388,pingliang,35.5392,106.6861,9.59,71,100,2.63,CN,1679276505
389,parchim,53.4263,11.8488,8.17,94,72,2.59,DE,1679276258
390,krasnoye,49.9145,24.6134,4.83,81,100,2.44,UA,1679276506
391,tahta,26.7693,31.5021,13.29,50,0,3.43,EG,1679276507
392,lippstadt,51.6667,8.35,9.9,88,100,1.54,DE,1679276508
393,tallahassee,30.4383,-84.2807,9.11,63,100,2.33,US,1679275974
394,le port,-20.9373,55.2919,25.0,95,26,1.36,RE,1679276508
395,charters towers,-20.1,146.2667,30.21,48,99,6.66,AU,1679276509
396,kungurtug,50.5994,97.5228,-4.39,93,100,1.18,RU,1679276510
397,zaysan,47.4667,84.8667,-5.69,71,100,4.44,KZ,1679276511
398,paamiut,61.994,-49.6678,-7.59,69,92,4.75,GL,1679276512
399,codrington,-38.2667,141.9667,17.5,47,0,8.69,AU,1679276513
400,jumla,29.2747,82.1838,7.83,73,100,0.64,NP,1679276513
401,maymyo,22.0333,96.4667,22.42,43,100,3.82,MM,1679276515
402,praia,14.9215,-23.5087,22.3,73,0,3.6,CV,1679276516
403,vestmannaeyjar,63.4427,-20.2734,2.67,79,99,9.4,IS,1679276516
404,benjamin constant,-4.3831,-70.0311,24.33,93,100,0.5,BR,1679276517
405,carlos antonio lopez,-26.4,-54.7667,22.63,84,97,1.2,PY,1679276517
406,shingu,33.7333,135.9833,15.04,49,100,1.91,JP,1679276518
407,egvekinot,66.3167,-179.1667,-10.22,92,100,2.86,RU,1679276519
408,arlit,18.7369,7.3853,24.88,9,0,5.24,NE,1679276519
409,morant bay,17.8815,-76.4093,25.79,82,9,2.77,JM,1679276520
410,omboue,-1.5746,9.2618,24.77,89,89,1.58,GA,1679276521
411,saint george,37.1041,-113.5841,7.46,86,100,3.09,US,1679276260
412,aden,12.7794,45.0367,25.74,83,72,2.46,YE,1679276522
413,omsukchan,62.5333,155.8,-13.3,76,94,2.0,RU,1679276522
414,kidal,18.4411,1.4078,25.2,7,0,4.4,ML,1679276523
415,puerto maldonado,-12.6,-69.1833,21.83,91,100,0.9,PE,1679276524
416,den helder,52.9599,4.7593,7.99,89,100,5.36,NL,1679276357
417,trinidad,-14.8333,-64.9,22.96,96,100,0.08,BO,1679276145
418,springbok,-29.6643,17.8865,12.74,85,89,3.42,ZA,1679276526
419,anaconda,46.1285,-112.9423,3.55,89,100,1.21,US,1679276527
420,diego de almagro,-26.3667,-70.05,17.41,66,3,1.3,CL,1679276489
421,evensk,61.95,159.2333,-10.64,81,37,1.37,RU,1679276528
422,port-gentil,-0.7193,8.7815,26.9,75,100,0.75,GA,1679276528
423,mwaya,-9.55,33.95,21.84,80,99,1.2,TZ,1679276529
424,provost,52.3501,-110.2683,-2.75,89,100,1.71,CA,1679276530
425,te anau,-45.4167,167.7167,15.7,94,100,1.99,NZ,1679276530
426,zhigansk,66.7697,123.3711,-30.18,94,93,4.54,RU,1679276531
427,kalmunai,7.4167,81.8167,25.79,82,66,2.43,LK,1679276532
428,udachnyy,66.4167,112.4,-30.57,95,100,2.6,RU,1679276532
429,marsabit,2.3284,37.9899,19.77,67,73,5.51,KE,1679276533
430,deniliquin,-35.5333,144.9667,26.53,21,100,5.92,AU,1679276534
431,jalostotitlan,21.2,-102.4667,17.8,19,15,1.96,MX,1679276535
432,karratha,-20.7377,116.8463,34.7,45,1,5.57,AU,1679276535
433,esik,43.3552,77.4525,-6.32,53,14,1.3,KZ,1679276536
434,akureyri,65.6835,-18.0878,-15.04,78,0,4.12,IS,1679276537
435,ahuimanu,21.4447,-157.8378,28.44,64,75,3.6,US,1679276537
436,brownwood,31.7093,-98.9912,11.62,39,28,5.62,US,1679276468
437,sovetskiy,61.3614,63.5842,-4.18,82,100,6.12,RU,1679276538
438,vila,42.0304,-8.1588,4.49,3,100,1.81,PT,1679276539
439,alofi,-19.0595,-169.9187,27.94,78,100,0.51,NU,1679276540
440,ayan,56.45,138.1667,-6.59,51,13,5.36,RU,1679276540
441,adrar,20.5022,-10.0711,20.28,22,0,4.86,MR,1679276541
442,arauca,7.0847,-70.7591,27.0,61,0,0.51,CO,1679276542
443,matara,5.9485,80.5353,25.59,85,63,1.25,LK,1679276543
444,marrakesh,31.6315,-8.0083,14.04,58,0,2.06,MA,1679276405
445,vanino,49.0869,140.2543,7.51,59,12,1.56,RU,1679276544
446,sioux lookout,50.1001,-91.917,-5.96,63,75,3.09,CA,1679276544
447,laguna,38.421,-121.4238,13.28,93,100,5.14,US,1679276545
448,puerto leguizamo,-0.1934,-74.7819,24.5,85,99,1.09,CO,1679276546
449,shaoyang,27.2315,111.4525,10.14,87,100,1.25,CN,1679276547
450,ugoofaaru,5.6667,73.0,27.06,75,45,1.98,MV,1679276547
451,huilong,31.8111,121.655,11.07,90,100,3.66,CN,1679276548
452,fort nelson,58.8053,-122.7002,7.77,31,20,3.09,CA,1679276549
453,kurilsk,45.2333,147.8833,1.99,79,83,7.45,RU,1679276549
454,salinopolis,-0.6136,-47.3561,24.67,88,98,4.04,BR,1679276550
455,meulaboh,4.1363,96.1285,26.31,84,100,1.65,ID,1679276550
456,nacogdoches,31.6002,-94.6335,5.92,59,0,0.0,US,1679276143
457,kjopsvik,68.097,16.3742,-3.07,96,100,2.47,NO,1679276551
458,pundaguitan,6.3711,126.1689,27.38,78,46,6.4,PH,1679276552
459,rudbar,30.15,62.6,20.0,31,81,0.52,AF,1679276553
460,sao filipe,14.8961,-24.4956,21.83,82,0,1.47,CV,1679276553
461,surdulica,42.6906,22.1708,5.86,60,57,1.91,RS,1679276555
462,hay river,60.8156,-115.7999,-9.01,73,20,3.6,CA,1679276555
463,kadyy,57.787,43.1903,-5.37,94,100,1.36,RU,1679276556
464,wuda,39.4994,106.7117,10.47,23,28,2.07,CN,1679276557
465,villa bruzual,9.3328,-69.1208,25.98,47,6,4.38,VE,1679276558
466,groningen,53.25,6.75,8.34,88,100,3.09,NL,1679276418
467,clyde river,70.4692,-68.5914,-28.87,69,0,5.14,CA,1679276549
468,ancud,-41.8697,-73.8203,9.18,85,39,2.47,CL,1679276560
469,hutang,31.5333,119.4833,13.3,75,94,2.83,CN,1679276561
470,strzelin,50.7816,17.0648,8.71,74,100,2.07,PL,1679276561
471,cabra,37.4725,-4.4421,9.26,69,0,1.7,ES,1679276562
472,canelones,-34.6444,-56.2886,24.16,84,53,2.59,UY,1679276546
473,soyo,-6.1349,12.3689,25.71,84,100,2.18,AO,1679276563
474,el cope,8.6167,-80.6,19.48,91,74,2.66,PA,1679276563
475,patnos,39.2336,42.8634,2.02,97,99,0.97,TR,1679276564
476,weiser,44.251,-116.9693,11.11,50,100,2.33,US,1679276565
477,inirida,3.8653,-67.9239,25.2,69,6,0.36,CO,1679276566
478,minab,27.1467,57.0801,16.18,88,16,0.0,IR,1679276423
479,varhaug,58.6147,5.6457,5.08,89,100,5.39,NO,1679276567
480,tomatlan,19.9333,-105.25,19.92,72,0,1.27,MX,1679276567
481,yar-sale,66.8333,70.8333,-4.39,95,100,8.69,RU,1679276568
482,renqiu,38.6989,116.0936,13.57,52,83,5.12,CN,1679276568
483,iskateley,67.6803,53.1512,-4.76,89,74,6.32,RU,1679276569
484,ambilobe,-13.2,49.05,22.16,96,24,1.25,MG,1679276570
485,platanos,37.6667,21.6167,10.05,69,10,1.12,GR,1679276571
486,dongning,44.0622,131.1207,12.59,24,23,4.95,CN,1679276571
487,berdigestyakh,62.0989,126.6992,-24.07,87,100,2.25,RU,1679276572
488,bacolod,10.6667,122.95,28.56,67,100,5.19,PH,1679276572
489,urumqi,43.801,87.6005,-2.47,64,0,3.0,CN,1679276573
490,vallenar,-28.5708,-70.7581,19.88,74,0,1.1,CL,1679276574
491,oranjestad,12.524,-70.027,26.06,76,20,6.69,AW,1679276305
492,meadow lake,34.8014,-106.5436,8.4,36,100,6.63,US,1679276575
493,mocuba,-16.8392,36.9856,21.31,97,92,0.92,MZ,1679276576
494,los llanos de aridane,28.6585,-17.9182,15.86,75,75,5.14,ES,1679276577
495,srednekolymsk,67.45,153.6833,-22.42,94,100,6.34,RU,1679276577
496,salamiyah,35.0113,37.0532,7.82,89,100,2.94,SY,1679276578
497,male,4.1748,73.5089,27.97,83,20,3.09,MV,1679276578
498,yate,51.5407,-2.4184,8.74,84,100,0.89,GB,1679276580
499,nacala,-14.5428,40.6728,23.0,98,95,2.49,MZ,1679276580
500,bud,39.447,-86.1758,0.01,59,0,2.89,US,1679276581
501,whitehorse,60.7161,-135.0538,5.43,56,100,5.14,CA,1679276582
502,andra,62.5147,65.8878,-4.59,93,100,7.72,RU,1679276583
503,marsh harbour,26.5412,-77.0636,22.86,83,100,7.97,BS,1679276584
504,sambava,-14.2667,50.1667,24.25,91,37,2.33,MG,1679276585
505,kristiinankaupunki,62.2743,21.376,2.28,98,100,5.59,FI,1679276586
506,gazli,40.1333,63.45,10.34,30,44,2.53,UZ,1679276586
507,sinnamary,5.3833,-52.95,24.81,79,5,5.48,GF,1679276587
508,teguldet,57.3064,88.1667,-16.96,96,100,2.02,RU,1679276588
509,zavodouspenskoye,56.8626,65.0155,-5.88,63,100,6.1,RU,1679276588
510,qasigiannguit,68.8193,-51.1922,-3.86,92,100,2.61,GL,1679276589
511,dulce nombre de culmi,15.1,-85.5333,21.76,87,99,1.12,HN,1679276590
512,brigantine,39.4101,-74.3646,1.68,46,0,3.6,US,1679276591
513,tazovskiy,67.4667,78.7,-10.79,92,100,9.76,RU,1679276591
514,tobermory,45.2501,-81.6665,0.54,68,98,10.99,CA,1679276592
515,kargasok,59.0556,80.8572,-17.83,95,100,1.45,RU,1679276460
516,khorixas,-20.3667,14.9667,18.15,43,6,1.38,NA,1679276593
517,luderitz,-26.6481,15.1594,15.96,83,75,1.5,NA,1679276594
518,urucui,-7.2294,-44.5561,22.79,88,48,1.77,BR,1679276594
519,andenes,69.3143,16.1194,-1.71,80,75,4.63,NO,1679276595
520,aqtobe,50.2797,57.2072,-7.95,93,75,5.0,KZ,1679276596
521,fraserburgh,57.6874,-2.0184,4.68,92,100,4.95,GB,1679276597
522,safaga,26.7292,33.9365,17.84,42,0,5.88,EG,1679276597
523,kalabo,-14.97,22.6814,19.59,85,100,2.36,ZM,1679276598
524,aykhal,66.0,111.5,-30.93,98,100,4.49,RU,1679276599
525,tonantins,-2.8731,-67.8022,24.6,88,65,0.97,BR,1679276599
526,owerri,5.4833,7.0304,23.53,84,100,1.76,NG,1679276600
527,lazarev,52.225,141.5131,0.35,56,3,4.82,RU,1679276601
528,metro,-5.1131,105.3067,27.12,80,91,1.36,ID,1679276602
529,coos bay,43.3665,-124.2179,11.84,94,100,4.63,US,1679276603
530,buraydah,26.326,43.975,16.25,32,0,4.6,SA,1679276489
531,ixtapa,20.7,-105.2,24.57,61,20,4.12,MX,1679276604
532,chiredzi,-21.05,31.6667,19.88,95,96,2.09,ZW,1679276605
533,tamboril,19.4854,-70.611,24.43,73,20,3.09,DO,1679276605
534,novyy urengoy,66.0833,76.6333,-9.91,93,100,10.96,RU,1679276606
535,okhotsk,59.3833,143.3,-11.67,70,12,8.48,RU,1679276607
536,marquette,46.5333,-87.6335,0.69,46,5,4.79,US,1679276607
537,hargeysa,9.56,44.065,21.61,69,100,1.34,SO,1679276608
538,shangzhi,45.2167,127.9667,9.77,31,4,7.7,CN,1679276609
539,gat,31.61,34.7642,11.89,100,27,4.65,IL,1679276409
540,brainerd,46.358,-94.2008,-1.84,63,0,4.63,US,1679276610
541,xining,36.6167,101.7667,7.69,46,100,1.35,CN,1679276610
542,uni,57.7535,51.4923,-7.84,97,100,1.01,RU,1679276611
543,kavaratti,10.5669,72.642,27.73,60,79,3.56,IN,1679276612
544,pacific grove,36.6177,-121.9166,12.44,92,100,5.66,US,1679276612
545,monte patria,-30.6919,-70.9467,21.91,66,0,1.39,CL,1679276613
546,homer,59.6425,-151.5483,0.98,86,100,0.0,US,1679276479
547,kholodnyy,62.7167,147.95,-13.59,77,99,2.13,RU,1679276614
548,manicore,-5.8092,-61.3003,22.89,97,98,0.73,BR,1679276615
549,saint-leu,-21.15,55.2833,24.48,95,42,1.31,RE,1679276615
550,cap malheureux,-19.9842,57.6142,24.7,84,12,1.34,MU,1679276616
551,scarborough,54.2797,-0.4044,6.76,86,100,0.89,GB,1679276616
552,linjiang,41.8069,126.9078,10.25,28,5,3.75,CN,1679276617
553,tubinskiy,52.8892,58.2225,-16.18,96,19,0.41,RU,1679276618
554,porto santo,33.072,-16.3415,17.21,72,40,3.09,PT,1679276618
555,presov,49.1667,21.25,3.54,79,100,0.72,SK,1679276619
556,bonavista,48.6499,-53.1147,-1.52,74,0,9.2,CA,1679276619
557,bonfim,3.0833,-59.95,28.63,36,6,4.83,BR,1679276621
558,gazojak,41.1875,61.4036,7.45,45,2,4.84,TM,1679276621
559,state college,40.7934,-77.86,-1.64,55,0,3.58,US,1679276622
560,gamba,-2.65,10.0,25.12,83,100,0.82,GA,1679276622
561,khatanga,71.9667,102.5,-31.45,98,93,3.0,RU,1679276624
562,wanaka,-44.7,169.15,14.5,89,100,0.45,NZ,1679276625
563,birnin kebbi,12.4539,4.1975,29.1,33,83,3.61,NG,1679276627
564,caraballeda,10.6112,-66.8522,24.04,73,7,5.14,VE,1679276628
565,voyvozh,62.892,54.9635,-3.5,94,100,4.62,RU,1679276628
566,aguimes,27.9054,-15.4461,16.35,63,75,8.75,ES,1679276629
567,salym,60.0625,71.4789,-7.52,85,100,5.56,RU,1679276629
568,las guacamayas,18.0167,-102.2167,23.54,69,0,2.0,MX,1679276630
569,impfondo,1.6381,18.0667,20.61,97,100,0.24,CG,1679276631
570,olga,43.7444,135.2892,10.46,45,0,0.99,RU,1679276631
571,phan thiet,10.9333,108.1,29.23,57,2,3.61,VN,1679276632
572,bayir,37.2687,28.2167,7.29,96,54,3.14,TR,1679276632
573,ust-kuyga,70.0167,135.6,-25.75,85,100,2.07,RU,1679276633
574,vilhena,-12.7406,-60.1458,19.47,99,100,1.43,BR,1679276634
575,araouane,18.9048,-3.5265,22.73,12,0,5.1,ML,1679276635
